item,wdLabel,coord,www,layer,article,img,SCBkommun
http://www.wikidata.org/entity/Q509609,Gnosjö kommun,Point(13.733333333 57.366666666),http://www.gnosjo.se,Jönköpings län,https://sv.wikipedia.org/wiki/Gnosj%C3%B6_kommun,http://commons.wikimedia.org/wiki/Special:FilePath/GnossjoStation.JPG, https://kommunsiffror.scb.se/?id1=0617&id2=null
http://www.wikidata.org/entity/Q510233,Högsby kommun,Point(16.033333333 57.166666666),http://www.hogsby.se,Kalmar län,https://sv.wikipedia.org/wiki/H%C3%B6gsby_kommun,http://commons.wikimedia.org/wiki/Special:FilePath/Hogsbytingshus.png, https://kommunsiffror.scb.se/?id1=0821&id2=null
http://www.wikidata.org/entity/Q512002,Hultsfreds kommun,Point(15.833333333 57.483333333),http://www.hultsfred.se,Kalmar län,https://sv.wikipedia.org/wiki/Hultsfreds_kommun,http://commons.wikimedia.org/wiki/Special:FilePath/Kommunhuset%20i%20Hultsfred%2C%20invid%20Stora%20torget.JPG, https://kommunsiffror.scb.se/?id1=0860&id2=null
http://www.wikidata.org/entity/Q514756,Mörbylånga kommun,Point(16.383333333 56.516666666),http://www.morbylanga.se,Kalmar län,https://sv.wikipedia.org/wiki/M%C3%B6rbyl%C3%A5nga_kommun,http://commons.wikimedia.org/wiki/Special:FilePath/00%201147%20Gr%C3%B6nh%C3%B6gen%20%28M%C3%B6rbyl%C3%A5nga%29%20auf%20%C3%96land%20-%20Windm%C3%BChle.jpg, https://kommunsiffror.scb.se/?id1=0840&id2=null
http://www.wikidata.org/entity/Q509452,Emmaboda kommun,Point(15.55 56.616666666),https://www.emmaboda.se,Kalmar län,https://sv.wikipedia.org/wiki/Emmaboda_kommun,http://commons.wikimedia.org/wiki/Special:FilePath/Centrala%20Emmaboda.jpeg, https://kommunsiffror.scb.se/?id1=0862&id2=null
http://www.wikidata.org/entity/Q505006,Oskarshamns kommun,Point(16.45 57.266666666),http://www.oskarshamn.se,Kalmar län,https://sv.wikipedia.org/wiki/Oskarshamns_kommun,http://commons.wikimedia.org/wiki/Special:FilePath/Oskarshamns%20station.jpg, https://kommunsiffror.scb.se/?id1=0882&id2=null
http://www.wikidata.org/entity/Q505057,Vimmerby kommun,Point(15.85 57.666666666),http://www.vimmerby.se,Kalmar län,https://sv.wikipedia.org/wiki/Vimmerby_kommun,http://commons.wikimedia.org/wiki/Special:FilePath/Vimmerby%2C%20den%2023%20juni%202008%2C%20bild%207.jpg, https://kommunsiffror.scb.se/?id1=0884&id2=null
http://www.wikidata.org/entity/Q515477,Västerviks kommun,Point(16.633333333 57.75),http://www.vastervik.se,Kalmar län,https://sv.wikipedia.org/wiki/V%C3%A4sterviks_kommun,http://commons.wikimedia.org/wiki/Special:FilePath/V%C3%A4sterviks%20kommunhus.jpg, https://kommunsiffror.scb.se/?id1=0883&id2=null
http://www.wikidata.org/entity/Q515551,Torsås kommun,Point(16.0 56.4),https://www.torsas.se/,Kalmar län,https://sv.wikipedia.org/wiki/Tors%C3%A5s_kommun,http://commons.wikimedia.org/wiki/Special:FilePath/Kommunhus2.jpg, https://kommunsiffror.scb.se/?id1=0834&id2=null
http://www.wikidata.org/entity/Q515250,Mönsterås kommun,Point(16.45 57.033333333),http://www.monsteras.se,Kalmar län,https://sv.wikipedia.org/wiki/M%C3%B6nster%C3%A5s_kommun,http://commons.wikimedia.org/wiki/Special:FilePath/M%C3%B6nster%C3%A5s%20station.JPG, https://kommunsiffror.scb.se/?id1=0861&id2=null
http://www.wikidata.org/entity/Q515318,Nybro kommun,Point(15.9 56.733333333),http://www.nybro.se,Kalmar län,https://sv.wikipedia.org/wiki/Nybro_kommun,http://commons.wikimedia.org/wiki/Special:FilePath/Nybro%20stadshus%20augusti%202022a.jpg, https://kommunsiffror.scb.se/?id1=0881&id2=null
http://www.wikidata.org/entity/Q508153,Kalmar kommun,Point(16.366666666 56.666666666),https://kalmar.se,Kalmar län,https://sv.wikipedia.org/wiki/Kalmar_kommun,http://commons.wikimedia.org/wiki/Special:FilePath/Kalmar%20City%20Hall.JPG, https://kommunsiffror.scb.se/?id1=0880&id2=null
http://www.wikidata.org/entity/Q509546,Borgholms kommun,Point(16.661666666 56.878055555),http://www.borgholm.se,Kalmar län,https://sv.wikipedia.org/wiki/Borgholms_kommun,http://commons.wikimedia.org/wiki/Special:FilePath/Borgholms%20stadshus.JPG, https://kommunsiffror.scb.se/?id1=0885&id2=null
http://www.wikidata.org/entity/Q240574,Markaryds kommun,Point(13.6 56.466666666),http://www.markaryd.se,Kronobergs län,https://sv.wikipedia.org/wiki/Markaryds_kommun,http://commons.wikimedia.org/wiki/Special:FilePath/Kommunhuset%20i%20Markaryd%204.jpg, https://kommunsiffror.scb.se/?id1=0767&id2=null
http://www.wikidata.org/entity/Q254799,Älmhults kommun,Point(14.133333333 56.55),http://www.almhult.se,Kronobergs län,https://sv.wikipedia.org/wiki/%C3%84lmhults_kommun,http://commons.wikimedia.org/wiki/Special:FilePath/%C3%84lmhults%20kommunalhus.png, https://kommunsiffror.scb.se/?id1=0765&id2=null
http://www.wikidata.org/entity/Q182007,Alvesta kommun,Point(14.55 56.9),http://www.alvesta.se,Kronobergs län,https://sv.wikipedia.org/wiki/Alvesta_kommun,http://commons.wikimedia.org/wiki/Special:FilePath/Alvesta%20kommunhus.jpg, https://kommunsiffror.scb.se/?id1=0764&id2=null
http://www.wikidata.org/entity/Q504235,Ljungby kommun,Point(13.933333333 56.833333333),http://www.ljungby.se,Kronobergs län,https://sv.wikipedia.org/wiki/Ljungby_kommun,http://commons.wikimedia.org/wiki/Special:FilePath/Ljungby%20Kommunhus.JPG, https://kommunsiffror.scb.se/?id1=0781&id2=null
http://www.wikidata.org/entity/Q515491,Tingsryds kommun,Point(14.983333333 56.533333333),https://tingsryd.se,Kronobergs län,https://sv.wikipedia.org/wiki/Tingsryds_kommun,http://commons.wikimedia.org/wiki/Special:FilePath/Tingsrydhus.jpg, https://kommunsiffror.scb.se/?id1=0763&id2=null
http://www.wikidata.org/entity/Q515505,Uppvidinge kommun,Point(15.333333333 57.166666666),http://www.uppvidinge.se,Kronobergs län,https://sv.wikipedia.org/wiki/Uppvidinge_kommun,http://commons.wikimedia.org/wiki/Special:FilePath/Uppvindinge%20r%C3%A5dhus%20%C3%85seda.jpg, https://kommunsiffror.scb.se/?id1=0760&id2=null
http://www.wikidata.org/entity/Q500217,Växjö kommun,Point(14.8 56.883333333),https://www.vaxjo.se/,Kronobergs län,https://sv.wikipedia.org/wiki/V%C3%A4xj%C3%B6_kommun,http://commons.wikimedia.org/wiki/Special:FilePath/V%C3%A4xj%C3%B6%20station%20och%20kommunhus.jpg, https://kommunsiffror.scb.se/?id1=0780&id2=null
http://www.wikidata.org/entity/Q509488,Lessebo kommun,Point(15.266666666 56.75),http://www.lessebo.se,Kronobergs län,https://sv.wikipedia.org/wiki/Lessebo_kommun,http://commons.wikimedia.org/wiki/Special:FilePath/Folkets%20hus%20i%20Lessebo.JPG, https://kommunsiffror.scb.se/?id1=0761&id2=null
http://www.wikidata.org/entity/Q117091,Kalix kommun,Point(23.166666666 65.85),http://www.kalix.se,Norrbottens län,https://sv.wikipedia.org/wiki/Kalix_kommun,http://commons.wikimedia.org/wiki/Special:FilePath/Kalix%20kommunhus.jpg, https://kommunsiffror.scb.se/?id1=2514&id2=null
http://www.wikidata.org/entity/Q510310,Haparanda kommun,Point(24.133333333 65.833333333),http://www.haparanda.se,Norrbottens län,https://sv.wikipedia.org/wiki/Haparanda_kommun,http://commons.wikimedia.org/wiki/Special:FilePath/Haparanda%20Stadshotell%20panorama.jpg, https://kommunsiffror.scb.se/?id1=2583&id2=null
http://www.wikidata.org/entity/Q255025,Älvsbyns kommun,Point(21.016666666 65.683333333),http://www.alvsbyn.se,Norrbottens län,https://sv.wikipedia.org/wiki/%C3%84lvsbyns_kommun,http://commons.wikimedia.org/wiki/Special:FilePath/%C3%84lvsbyns%20kyrkstad%2020110914.jpg, https://kommunsiffror.scb.se/?id1=2560&id2=null
http://www.wikidata.org/entity/Q177019,Luleå kommun,Point(22.153888888 65.584444444),http://www.lulea.se,Norrbottens län,https://sv.wikipedia.org/wiki/Lule%C3%A5_kommun,http://commons.wikimedia.org/wiki/Special:FilePath/Lule%C3%A5%20stadshus.jpg, https://kommunsiffror.scb.se/?id1=2580&id2=null
http://www.wikidata.org/entity/Q186230,Pajala kommun,Point(23.366666666 67.183333333),http://www.pajala.se,Norrbottens län,https://sv.wikipedia.org/wiki/Pajala_kommun,http://commons.wikimedia.org/wiki/Special:FilePath/Pajala%20kyrka%20i%20juli%202004..JPG, https://kommunsiffror.scb.se/?id1=2521&id2=null
http://www.wikidata.org/entity/Q307569,Överkalix kommun,Point(22.883333333 66.35),http://www.overkalix.se,Norrbottens län,https://sv.wikipedia.org/wiki/%C3%96verkalix_kommun,http://commons.wikimedia.org/wiki/Special:FilePath/%C3%96verkalix%20-%20panoramio%20%285%29.jpg, https://kommunsiffror.scb.se/?id1=2513&id2=null
http://www.wikidata.org/entity/Q512048,Jokkmokks kommun,Point(19.833333333 66.616666666),http://www.jokkmokk.se,Norrbottens län,https://sv.wikipedia.org/wiki/Jokkmokks_kommun,http://commons.wikimedia.org/wiki/Special:FilePath/Municipal%20building%20of%20Jokkmokk.jpg, https://kommunsiffror.scb.se/?id1=2510&id2=null
http://www.wikidata.org/entity/Q307603,Övertorneå kommun,Point(23.666666666 66.383333333),http://www.overtornea.se,Norrbottens län,https://sv.wikipedia.org/wiki/%C3%96vertorne%C3%A5_kommun,http://commons.wikimedia.org/wiki/Special:FilePath/%C3%96vertorne%C3%A5%20centrum%20bild%2016.JPG, https://kommunsiffror.scb.se/?id1=2518&id2=null
http://www.wikidata.org/entity/Q493815,Gällivare kommun,Point(20.65 67.133333333),http://www.gellivare.se,Norrbottens län,https://sv.wikipedia.org/wiki/G%C3%A4llivare_kommun,http://commons.wikimedia.org/wiki/Special:FilePath/G%C3%A4llivare%20kommunhus%202.jpg, https://kommunsiffror.scb.se/?id1=2523&id2=null
http://www.wikidata.org/entity/Q493855,Arjeplogs kommun,Point(17.95 66.033333333),http://www.arjeplog.se,Norrbottens län,https://sv.wikipedia.org/wiki/Arjeplogs_kommun,http://commons.wikimedia.org/wiki/Special:FilePath/Arjeplog%20-%20KMB%20-%2016001000407944.jpg, https://kommunsiffror.scb.se/?id1=2506&id2=null
http://www.wikidata.org/entity/Q499404,Arvidsjaurs kommun,Point(19.116666666 65.583333333),https://www.arvidsjaur.se/,Norrbottens län,https://sv.wikipedia.org/wiki/Arvidsjaurs_kommun,http://commons.wikimedia.org/wiki/Special:FilePath/Arvidsjaur%20Town%20Hall.jpeg, https://kommunsiffror.scb.se/?id1=2505&id2=null
http://www.wikidata.org/entity/Q507656,Piteå kommun,Point(21.5 65.333333333),http://www.pitea.se,Norrbottens län,https://sv.wikipedia.org/wiki/Pite%C3%A5_kommun,http://commons.wikimedia.org/wiki/Special:FilePath/Pite%C3%A5%20-%20KMB%20-%2016001000542185.jpg, https://kommunsiffror.scb.se/?id1=2581&id2=null
http://www.wikidata.org/entity/Q499474,Kiruna kommun,Point(20.222778 67.854722),https://kiruna.se,Norrbottens län,https://sv.wikipedia.org/wiki/Kiruna_kommun,http://commons.wikimedia.org/wiki/Special:FilePath/Kiruna%20nya%20stadshus%2001.jpg, https://kommunsiffror.scb.se/?id1=2584&id2=null
http://www.wikidata.org/entity/Q509476,Bodens kommun,Point(21.716666666 65.833333333),http://www.boden.se,Norrbottens län,https://sv.wikipedia.org/wiki/Bodens_kommun,http://commons.wikimedia.org/wiki/Special:FilePath/Boden%20centrum.jpg, https://kommunsiffror.scb.se/?id1=2582&id2=null
http://www.wikidata.org/entity/Q201813,Åstorps kommun,Point(12.95 56.133333333),http://www.astorp.se,Skåne län,https://sv.wikipedia.org/wiki/%C3%85storps_kommun,http://commons.wikimedia.org/wiki/Special:FilePath/Centrala%20Astorp.jpg, https://kommunsiffror.scb.se/?id1=1277&id2=null
http://www.wikidata.org/entity/Q255206,Ängelholms kommun,Point(12.85 56.25),http://www.angelholm.se,Skåne län,https://sv.wikipedia.org/wiki/%C3%84ngelholms_kommun,http://commons.wikimedia.org/wiki/Special:FilePath/Angelholm-nieuwe-raadhuis-172.JPG, https://kommunsiffror.scb.se/?id1=1292&id2=null
http://www.wikidata.org/entity/Q255206,Ängelholms kommun,Point(12.85 56.25),http://www.angelholm.se,Skåne län,https://sv.wikipedia.org/wiki/%C3%84ngelholms_kommun,http://commons.wikimedia.org/wiki/Special:FilePath/Angelholm-nieuwe-raadhuis-172.JPG, https://kommunsiffror.scb.se/?id1=1182&id2=null
http://www.wikidata.org/entity/Q266401,Höörs kommun,Point(13.55 55.933333333),http://www.hoor.se,Skåne län,https://sv.wikipedia.org/wiki/H%C3%B6%C3%B6rs_kommun,http://commons.wikimedia.org/wiki/Special:FilePath/H%C3%B6%C3%B6rs%20kommunhus.jpg, https://kommunsiffror.scb.se/?id1=1267&id2=null
http://www.wikidata.org/entity/Q502298,Landskrona kommun,Point(12.85 55.866666666),http://www.landskrona.se,Skåne län,https://sv.wikipedia.org/wiki/Landskrona_kommun,http://commons.wikimedia.org/wiki/Special:FilePath/Landskrona%20Stadshus.jpg, https://kommunsiffror.scb.se/?id1=1282&id2=null
http://www.wikidata.org/entity/Q186662,Burlövs kommun,Point(13.066666666 55.633333333),https://burlov.se,Skåne län,https://sv.wikipedia.org/wiki/Burl%C3%B6vs_kommun,http://commons.wikimedia.org/wiki/Special:FilePath/Burl%C3%B6v%20medborgarhus%20%28kommunhus%29.jpg, https://kommunsiffror.scb.se/?id1=1231&id2=null
http://www.wikidata.org/entity/Q511310,Bjuvs kommun,Point(12.916666666 56.083333333),http://www.bjuv.se,Skåne län,https://sv.wikipedia.org/wiki/Bjuvs_kommun,http://commons.wikimedia.org/wiki/Special:FilePath/Norra%20Vrams%20pr%C3%A4stg%C3%A5rd.jpg, https://kommunsiffror.scb.se/?id1=1260&id2=null
http://www.wikidata.org/entity/Q511338,Vellinge kommun,Point(13.016666666 55.466666666),http://www.vellinge.se,Skåne län,https://sv.wikipedia.org/wiki/Vellinge_kommun,http://commons.wikimedia.org/wiki/Special:FilePath/Vellinge%20kommunhus.jpg, https://kommunsiffror.scb.se/?id1=1233&id2=null
http://www.wikidata.org/entity/Q297936,Örkelljunga kommun,Point(13.283333333 56.283333333),http://www.orkelljunga.se,Skåne län,https://sv.wikipedia.org/wiki/%C3%96rkelljunga_kommun,http://commons.wikimedia.org/wiki/Special:FilePath/%C3%96rkelljunga%20kommunhus.jpg, https://kommunsiffror.scb.se/?id1=1137&id2=null
http://www.wikidata.org/entity/Q297936,Örkelljunga kommun,Point(13.283333333 56.283333333),http://www.orkelljunga.se,Skåne län,https://sv.wikipedia.org/wiki/%C3%96rkelljunga_kommun,http://commons.wikimedia.org/wiki/Special:FilePath/%C3%96rkelljunga%20kommunhus.jpg, https://kommunsiffror.scb.se/?id1=1257&id2=null
http://www.wikidata.org/entity/Q307370,Östra Göinge kommun,Point(14.066666666 56.25),http://www.ostragoinge.se,Skåne län,https://sv.wikipedia.org/wiki/%C3%96stra_G%C3%B6inge_kommun,http://commons.wikimedia.org/wiki/Special:FilePath/%C3%96stra%20G%C3%B6inge%20kommunhus.jpg, https://kommunsiffror.scb.se/?id1=1256&id2=null
http://www.wikidata.org/entity/Q307370,Östra Göinge kommun,Point(14.066666666 56.25),http://www.ostragoinge.se,Skåne län,https://sv.wikipedia.org/wiki/%C3%96stra_G%C3%B6inge_kommun,http://commons.wikimedia.org/wiki/Special:FilePath/%C3%96stra%20G%C3%B6inge%20kommunhus.jpg, https://kommunsiffror.scb.se/?id1=1121&id2=null
http://www.wikidata.org/entity/Q503361,Malmö kommun,Point(13.018611111 55.565),http://www.malmo.se,Skåne län,https://sv.wikipedia.org/wiki/Malm%C3%B6_kommun,http://commons.wikimedia.org/wiki/Special:FilePath/Malm%C3%B6%20stadshus%20%28kommunhus%29.jpg, https://kommunsiffror.scb.se/?id1=1280&id2=null
http://www.wikidata.org/entity/Q504219,Trelleborgs kommun,Point(13.166666666 55.366666666),http://www.trelleborg.se,Skåne län,https://sv.wikipedia.org/wiki/Trelleborgs_kommun,http://commons.wikimedia.org/wiki/Special:FilePath/Trelleborg%2C%20Rathaus%20%282008-07-27%29.JPG, https://kommunsiffror.scb.se/?id1=1287&id2=null
http://www.wikidata.org/entity/Q504227,Svalövs kommun,Point(13.116666666 55.916666666),http://www.svalov.se,Skåne län,https://sv.wikipedia.org/wiki/Sval%C3%B6vs_kommun,http://commons.wikimedia.org/wiki/Special:FilePath/Sval%C3%B6v%20kommunhus.JPG, https://kommunsiffror.scb.se/?id1=1214&id2=null
http://www.wikidata.org/entity/Q504249,Perstorps kommun,Point(13.383333333 56.133333333),http://www.perstorp.se,Skåne län,https://sv.wikipedia.org/wiki/Perstorps_kommun,http://commons.wikimedia.org/wiki/Special:FilePath/Perstorp%2C%20station.jpg, https://kommunsiffror.scb.se/?id1=1275&id2=null
http://www.wikidata.org/entity/Q513370,Kävlinge kommun,Point(13.116666666 55.8),http://www.kavlinge.se,Skåne län,https://sv.wikipedia.org/wiki/K%C3%A4vlinge_kommun,http://commons.wikimedia.org/wiki/Special:FilePath/K%C3%A4vlinge%20kommunhus.JPG, https://kommunsiffror.scb.se/?id1=1261&id2=null
http://www.wikidata.org/entity/Q499464,Båstads kommun,Point(12.866666666 56.416666666),http://www.bastad.se,Skåne län,https://sv.wikipedia.org/wiki/B%C3%A5stads_kommun,http://commons.wikimedia.org/wiki/Special:FilePath/Kommunhuset%20B%C3%A5stad.JPG, https://kommunsiffror.scb.se/?id1=1278&id2=null
http://www.wikidata.org/entity/Q499464,Båstads kommun,Point(12.866666666 56.416666666),http://www.bastad.se,Skåne län,https://sv.wikipedia.org/wiki/B%C3%A5stads_kommun,http://commons.wikimedia.org/wiki/Special:FilePath/Kommunhuset%20B%C3%A5stad.JPG, https://kommunsiffror.scb.se/?id1=1168&id2=null
http://www.wikidata.org/entity/Q1130264,Eslövs kommun,Point(13.3 55.833333333),http://www.eslov.se,Skåne län,https://sv.wikipedia.org/wiki/Esl%C3%B6vs_kommun,http://commons.wikimedia.org/wiki/Special:FilePath/Esl%C3%B6v%20stadshus%20%28kommunhus%29.JPG, https://kommunsiffror.scb.se/?id1=1285&id2=null
http://www.wikidata.org/entity/Q487648,Helsingborgs kommun,Point(12.716666666 56.05),http://www.helsingborg.se,Skåne län,https://sv.wikipedia.org/wiki/Helsingborgs_kommun,http://commons.wikimedia.org/wiki/Special:FilePath/Helsingborg%20town%20hall.jpg, https://kommunsiffror.scb.se/?id1=1283&id2=null
http://www.wikidata.org/entity/Q505013,Höganäs kommun,Point(12.566666666 56.2),http://www.hoganas.se,Skåne län,https://sv.wikipedia.org/wiki/H%C3%B6gan%C3%A4s_kommun,http://commons.wikimedia.org/wiki/Special:FilePath/H%C3%B6gan%C3%A4s%20kommunhus-1.jpg, https://kommunsiffror.scb.se/?id1=1284&id2=null
http://www.wikidata.org/entity/Q505018,Lunds kommun,Point(13.2 55.7),http://www.lund.se,Skåne län,https://sv.wikipedia.org/wiki/Lunds_kommun,http://commons.wikimedia.org/wiki/Special:FilePath/Kristallen%2C%20Lund%2C%202014.jpg, https://kommunsiffror.scb.se/?id1=1281&id2=null
http://www.wikidata.org/entity/Q515519,Tomelilla kommun,Point(13.95 55.55),http://www.tomelilla.se,Skåne län,https://sv.wikipedia.org/wiki/Tomelilla_kommun,http://commons.wikimedia.org/wiki/Special:FilePath/Tomelilla%20kommunhus%202016.jpg, https://kommunsiffror.scb.se/?id1=1160&id2=null
http://www.wikidata.org/entity/Q515519,Tomelilla kommun,Point(13.95 55.55),http://www.tomelilla.se,Skåne län,https://sv.wikipedia.org/wiki/Tomelilla_kommun,http://commons.wikimedia.org/wiki/Special:FilePath/Tomelilla%20kommunhus%202016.jpg, https://kommunsiffror.scb.se/?id1=1270&id2=null
http://www.wikidata.org/entity/Q515706,Svedala kommun,Point(13.233333333 55.5),http://www.svedala.se,Skåne län,https://sv.wikipedia.org/wiki/Svedala_kommun,http://commons.wikimedia.org/wiki/Special:FilePath/Svedala%20kommunhus.jpg, https://kommunsiffror.scb.se/?id1=1263&id2=null
http://www.wikidata.org/entity/Q427991,Lomma kommun,Point(13.083333333 55.666666666),https://lomma.se,Skåne län,https://sv.wikipedia.org/wiki/Lomma_kommun,http://commons.wikimedia.org/wiki/Special:FilePath/Lomma%20kommhus.jpg, https://kommunsiffror.scb.se/?id1=1262&id2=null
http://www.wikidata.org/entity/Q504594,Osby kommun,Point(13.983333333 56.366666666),http://www.osby.se,Skåne län,https://sv.wikipedia.org/wiki/Osby_kommun,http://commons.wikimedia.org/wiki/Special:FilePath/Osby%2020160316.jpg, https://kommunsiffror.scb.se/?id1=1163&id2=null
http://www.wikidata.org/entity/Q504594,Osby kommun,Point(13.983333333 56.366666666),http://www.osby.se,Skåne län,https://sv.wikipedia.org/wiki/Osby_kommun,http://commons.wikimedia.org/wiki/Special:FilePath/Osby%2020160316.jpg, https://kommunsiffror.scb.se/?id1=1273&id2=null
http://www.wikidata.org/entity/Q504601,Sjöbo kommun,Point(13.7 55.633333333),http://www.sjobo.se,Skåne län,https://sv.wikipedia.org/wiki/Sj%C3%B6bo_kommun,http://commons.wikimedia.org/wiki/Special:FilePath/Sj%C3%B6bo%20kommunhus%2001.jpg, https://kommunsiffror.scb.se/?id1=1265&id2=null
http://www.wikidata.org/entity/Q504609,Staffanstorps kommun,Point(13.2 55.633333333),http://www.staffanstorp.se,Skåne län,https://sv.wikipedia.org/wiki/Staffanstorps_kommun,http://commons.wikimedia.org/wiki/Special:FilePath/Staffanstorp%20kommunhus.jpg, https://kommunsiffror.scb.se/?id1=1230&id2=null
http://www.wikidata.org/entity/Q504614,Klippans kommun,Point(13.133333333 56.133333333),http://www.klippan.se,Skåne län,https://sv.wikipedia.org/wiki/Klippans_kommun,http://commons.wikimedia.org/wiki/Special:FilePath/Klippans%20kommunalkontor.png, https://kommunsiffror.scb.se/?id1=1276&id2=null
http://www.wikidata.org/entity/Q504614,Klippans kommun,Point(13.133333333 56.133333333),http://www.klippan.se,Skåne län,https://sv.wikipedia.org/wiki/Klippans_kommun,http://commons.wikimedia.org/wiki/Special:FilePath/Klippans%20kommunalkontor.png, https://kommunsiffror.scb.se/?id1=1166&id2=null
http://www.wikidata.org/entity/Q504619,Hörby kommun,Point(13.65 55.85),https://www.horby.se/,Skåne län,https://sv.wikipedia.org/wiki/H%C3%B6rby_kommun,http://commons.wikimedia.org/wiki/Special:FilePath/H%C3%B6rby%20kommunhus.jpg, https://kommunsiffror.scb.se/?id1=1266&id2=null
http://www.wikidata.org/entity/Q504626,Simrishamns kommun,Point(14.35 55.55),http://www.simrishamn.se,Skåne län,https://sv.wikipedia.org/wiki/Simrishamns_kommun,http://commons.wikimedia.org/wiki/Special:FilePath/Nya%20r%C3%A5dhuset%2C%20Simrishamn.jpg, https://kommunsiffror.scb.se/?id1=1181&id2=null
http://www.wikidata.org/entity/Q504626,Simrishamns kommun,Point(14.35 55.55),http://www.simrishamn.se,Skåne län,https://sv.wikipedia.org/wiki/Simrishamns_kommun,http://commons.wikimedia.org/wiki/Special:FilePath/Nya%20r%C3%A5dhuset%2C%20Simrishamn.jpg, https://kommunsiffror.scb.se/?id1=1291&id2=null
http://www.wikidata.org/entity/Q514830,Bromölla kommun,Point(14.466666666 56.05),https://www.bromolla.se/,Skåne län,https://sv.wikipedia.org/wiki/Brom%C3%B6lla_kommun,http://commons.wikimedia.org/wiki/Special:FilePath/Edenryd.jpg, https://kommunsiffror.scb.se/?id1=1272&id2=null
http://www.wikidata.org/entity/Q514830,Bromölla kommun,Point(14.466666666 56.05),https://www.bromolla.se/,Skåne län,https://sv.wikipedia.org/wiki/Brom%C3%B6lla_kommun,http://commons.wikimedia.org/wiki/Special:FilePath/Edenryd.jpg, https://kommunsiffror.scb.se/?id1=1162&id2=null
http://www.wikidata.org/entity/Q515266,Skurups kommun,Point(13.5 55.483333333),http://www.skurup.se,Skåne län,https://sv.wikipedia.org/wiki/Skurups_kommun,http://commons.wikimedia.org/wiki/Special:FilePath/Skurup%20kommunhus.jpg, https://kommunsiffror.scb.se/?id1=1264&id2=null
http://www.wikidata.org/entity/Q505102,Ystads kommun,Point(13.833333333 55.416666666),https://www.ystad.se/,Skåne län,https://sv.wikipedia.org/wiki/Ystads_kommun,http://commons.wikimedia.org/wiki/Special:FilePath/Ystad%20nya%20r%C3%A5dhus%20%28kommunhus%29.jpg, https://kommunsiffror.scb.se/?id1=1286&id2=null
http://www.wikidata.org/entity/Q498857,Kristianstads kommun,Point(14.15 56.033333333),http://www.kristianstad.se,Skåne län,https://sv.wikipedia.org/wiki/Kristianstads_kommun,http://commons.wikimedia.org/wiki/Special:FilePath/20200508%20Radhus%20Skane%20Stora%20Torg%20Kristianstad%20005%20%2849908236963%29.jpg, https://kommunsiffror.scb.se/?id1=1290&id2=null
http://www.wikidata.org/entity/Q498857,Kristianstads kommun,Point(14.15 56.033333333),http://www.kristianstad.se,Skåne län,https://sv.wikipedia.org/wiki/Kristianstads_kommun,http://commons.wikimedia.org/wiki/Special:FilePath/20200508%20Radhus%20Skane%20Stora%20Torg%20Kristianstad%20005%20%2849908236963%29.jpg, https://kommunsiffror.scb.se/?id1=1180&id2=null
http://www.wikidata.org/entity/Q508125,Hässleholms kommun,Point(13.766666666 56.166666666),http://www.hassleholm.se,Skåne län,https://sv.wikipedia.org/wiki/H%C3%A4ssleholms_kommun,http://commons.wikimedia.org/wiki/Special:FilePath/H%C3%A4ssleholms%20stadshus%20%28kommunhus%29.jpg, https://kommunsiffror.scb.se/?id1=1183&id2=null
http://www.wikidata.org/entity/Q508125,Hässleholms kommun,Point(13.766666666 56.166666666),http://www.hassleholm.se,Skåne län,https://sv.wikipedia.org/wiki/H%C3%A4ssleholms_kommun,http://commons.wikimedia.org/wiki/Special:FilePath/H%C3%A4ssleholms%20stadshus%20%28kommunhus%29.jpg, https://kommunsiffror.scb.se/?id1=1293&id2=null
http://www.wikidata.org/entity/Q109010,Solna kommun,Point(18.016666666 59.366666666),http://www.solna.se,Stockholms län,https://sv.wikipedia.org/wiki/Solna_kommun,http://commons.wikimedia.org/wiki/Special:FilePath/Solna-stadshus.jpg, https://kommunsiffror.scb.se/?id1=0184&id2=null
http://www.wikidata.org/entity/Q113673,Upplands-Bro kommun,Point(17.666666666 59.533333333),http://www.upplands-bro.se,Stockholms län,https://sv.wikipedia.org/wiki/Upplands-Bro_kommun,http://commons.wikimedia.org/wiki/Special:FilePath/Furuh%C3%A4llshuset.jpg, https://kommunsiffror.scb.se/?id1=0139&id2=null
http://www.wikidata.org/entity/Q113679,Danderyds kommun,Point(18.083333333 59.4),http://www.danderyd.se,Stockholms län,https://sv.wikipedia.org/wiki/Danderyds_kommun,http://commons.wikimedia.org/wiki/Special:FilePath/Djursholms%20slott%20stor.JPG, https://kommunsiffror.scb.se/?id1=0162&id2=null
http://www.wikidata.org/entity/Q113692,Haninge kommun,Point(18.133333333 59.166666666),http://www.haninge.se,Stockholms län,https://sv.wikipedia.org/wiki/Haninge_kommun,http://commons.wikimedia.org/wiki/Special:FilePath/Haninge%20kommun.jpg, https://kommunsiffror.scb.se/?id1=0136&id2=null
http://www.wikidata.org/entity/Q113718,Botkyrka kommun,Point(17.833333333 59.2),http://www.botkyrka.se,Stockholms län,https://sv.wikipedia.org/wiki/Botkyrka_kommun,http://commons.wikimedia.org/wiki/Special:FilePath/Botkyrka%20kyrka%2017%20juli%202021.jpg, https://kommunsiffror.scb.se/?id1=0127&id2=null
